df_paper_title,df_title_url
Political economy and the problem of the plebs in eighteenth-century Britain,https://pureportal.coventry.ac.uk/en/publications/political-economy-and-the-problem-of-the-plebs-in-eighteenth-cent
'Spurs to industry' in Bernard Mandeville’s fable of the bees,https://pureportal.coventry.ac.uk/en/publications/spurs-to-industry-in-bernard-mandevilles-fable-of-the-bees
"Adapting a capacity-development-in-higher-education project: Doing, being and becoming virtual collaboration",https://pureportal.coventry.ac.uk/en/publications/adapting-a-capacity-development-in-higher-education-project-doing
Motivation factors in student decisions to study Transnational Higher Education in China: a comparative study of two Anglo-Sino programmes,https://pureportal.coventry.ac.uk/en/publications/enhancing-transnational-education-tne-programmes-understanding-st
Students’ perceptions and experiences of teaching and learning in transnational higher education in China: implications of the intercultural dialogue framework,https://pureportal.coventry.ac.uk/en/publications/students-perceptions-and-experiences-of-teaching-and-learning-in-
"What’s in it for us? Benevolence, national security and digital surveillance",https://pureportal.coventry.ac.uk/en/publications/whats-in-it-for-us-benevolence-national-security-and-digital-surv
A CRM-based pathway to improving organisational responsiveness: an empirical study,https://pureportal.coventry.ac.uk/en/publications/a-crm-based-pathway-to-improving-organisational-responsiveness-an
Negotiating liminality following life transitions: Reflexive bricolage and liminal hotspots,https://pureportal.coventry.ac.uk/en/publications/negotiating-liminality-following-life-transitions-reflexive-brico
Organizational tensions arising from mandatory data exchange between the private and public sector: The case of financial services,https://pureportal.coventry.ac.uk/en/publications/organizational-tensions-arising-from-mandatory-data-exchange-betw
Whose rationality? Muddling through the messy emotional reality of financial decision-making,https://pureportal.coventry.ac.uk/en/publications/whose-rationality-muddling-through-the-messy-emotional-reality-of
Examining the trade-off between compensation and promptness in eWOM-triggered service recovery: A restorative justice perspective,https://pureportal.coventry.ac.uk/en/publications/examining-the-trade-off-between-compensation-and-promptness-in-ew
Future pathways to mainstreaming community energy,https://pureportal.coventry.ac.uk/en/publications/future-pathways-to-mainstreaming-community-energy
Institutional trustworthiness and national security governance: Evidence from six European countries,https://pureportal.coventry.ac.uk/en/publications/institutional-trustworthiness-and-national-security-governance-ev
Trust and reciprocity effect on electronic word-of-mouth in online review communities,https://pureportal.coventry.ac.uk/en/publications/trust-and-reciprocity-effect-on-electronic-word-of-mouth-in-onlin
Antecedents and consequences of chronic impulsive buying: Can impulsive buying be understood as dysfunctional self-regulation?,https://pureportal.coventry.ac.uk/en/publications/antecedents-and-consequences-of-chronic-impulsive-buying-can-impu
Beyond the security paradox: Ten criteria for a socially informed security policy,https://pureportal.coventry.ac.uk/en/publications/beyond-the-security-paradox-ten-criteria-for-a-social-informed-se
"Big Data, Big Decisions: The Impact of Big Data on Board Level Decision-Making",https://pureportal.coventry.ac.uk/en/publications/big-data-big-decisions-the-impact-of-big-data-on-board-level-deci
Chinese relationship management: a qualitative study of banking in New Zealand,https://pureportal.coventry.ac.uk/en/publications/chinese-relationship-management-a-qualitative-study-of-banking-in
Empirically testing the concept of value-in-behavior and its relevance for social marketing,https://pureportal.coventry.ac.uk/en/publications/empirically-testing-the-concept-of-value-in-behavior-and-its-rele
Powering Community Energy Through More Effective Segmentation Practice,https://pureportal.coventry.ac.uk/en/publications/powering-community-energy-through-more-effective-segmentation-pra
Responsible personal finance: Three fundamental questions,https://pureportal.coventry.ac.uk/en/publications/responsible-personal-finance-three-fundamental-questions
The role of customer management capabilities in public-private partnerships,https://pureportal.coventry.ac.uk/en/publications/the-role-of-customer-management-capabilities-in-public-private-pa
"Sustainable clothing: challenges, barriers and interventions for encouraging more sustainable consumer behaviour",https://pureportal.coventry.ac.uk/en/publications/sustainable-clothing-challenges-barriers-and-interventions-for-en
"The co-production of value in digital, university-industry R&D collaborative projects",https://pureportal.coventry.ac.uk/en/publications/the-co-production-of-value-in-digital-university-industry-rampd-c
Troubled Waters: The Transformation of Marketing in a Digital World,https://pureportal.coventry.ac.uk/en/publications/troubled-waters-the-transformation-of-marketing-in-a-digital-worl-2
Unpacking the interplay between organisational factors and the economic environment in the creation of consumer vulnerability,https://pureportal.coventry.ac.uk/en/publications/unpacking-the-interplay-between-organisational-factors-and-the-ec
Carnivalesque collaborations: reflections on ‘doing’ multi-disciplinary research,https://pureportal.coventry.ac.uk/en/publications/carnivalesque-collaborations-reflections-on-doing-multi-disciplin
Performing market segmentation: A performative perspective,https://pureportal.coventry.ac.uk/en/publications/performing-market-segmentation-a-performative-perspective
Establishing the scope of marketing practice: Insights from practitioners,https://pureportal.coventry.ac.uk/en/publications/establishing-the-scope-of-marketing-practice-insights-from-practi
How consumer acculturation influences interpersonal trust,https://pureportal.coventry.ac.uk/en/publications/how-consumer-acculturation-influences-interpersonal-trust
Taking responsibility for border security: Commercial interests in the face of e-Borders,https://pureportal.coventry.ac.uk/en/publications/taking-responsibility-for-border-security-commercial-interests-in
The manifestation of culture in product purchase: A cross-cultural comparison,https://pureportal.coventry.ac.uk/en/publications/the-manifestation-of-culture-in-product-purchase-a-cross-cultural
"The role of corporate culture, market orientation and organisational commitment in organisational performance: The case of non-profit organisations",https://pureportal.coventry.ac.uk/en/publications/the-role-of-corporate-culture-market-orientation-and-organisation
"Up, up and away: social marketing breaks free",https://pureportal.coventry.ac.uk/en/publications/up-up-and-away-social-marketing-breaks-free
Working on the edge: Remediation work in the UK retail travel sector,https://pureportal.coventry.ac.uk/en/publications/working-on-the-edge-remediation-work-in-the-uk-retail-travel-sect
"Social marketing transformed: Kotler, Polonsky and Hastings reflect on social marketing in a period of social change",https://pureportal.coventry.ac.uk/en/publications/social-marketing-transformed-kotler-polonsky-and-hastings-reflect-2
Social media's impact on market segmentation and CRM,https://pureportal.coventry.ac.uk/en/publications/social-medias-impact-on-market-segmentation-and-crm
Exploring the role of acculturation in brand choice: A new perspective for targeting Indians living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/exploring-the-role-of-acculturation-in-brand-choice-a-new-perspec
Occupant Pre-Crash Kinematics in Rotated Seat Arrangements,https://pureportal.coventry.ac.uk/en/publications/occupant-pre-crash-kinematics-in-rotated-seat-arrangements
Moving Beyond the catchment scale: value and opportunities in large-scale hydrology to understand our changing world,https://pureportal.coventry.ac.uk/en/publications/moving-beyond-the-catchment-scale-value-and-opportunities-in-larg
Near-term impacts of climate variability and change on hydrological systems in West and Central Africa,https://pureportal.coventry.ac.uk/en/publications/near-term-impacts-of-climate-variability-and-change-on-hydrologic
"Water storage redistribution over East China, between 2003 and 2015, driven by intra- and inter-annual climate variability",https://pureportal.coventry.ac.uk/en/publications/water-storage-redistribution-over-east-china-between-2003-and-201
Impacts of Climate Change and Climate Variability on Hydropower Potential in Data-Scarce Regions Subjected to Multi-decadal variability,https://pureportal.coventry.ac.uk/en/publications/impacts-of-climate-change-and-climate-variability-on-hydropower-p
Interannual to Multi-decadal streamflow variability in West and Central Africa: Interactions with catchment properties and large-scale climate variability,https://pureportal.coventry.ac.uk/en/publications/interannual-to-multidecadal-streamflow-variability-in-west-and-ce
Predicting the seasonal evolution of southern African summer precipitation in the DePreSys3 prediction system,https://pureportal.coventry.ac.uk/en/publications/predicting-the-seasonal-evolution-of-southern-african-summer-prec
"Southern African summer-rainfall variability, and its teleconnections, on interannual to interdecadal timescales in CMIP5 models",https://pureportal.coventry.ac.uk/en/publications/southern-african-summer-rainfall-variability-and-its-teleconnecti
The Angola Low: relationship with southern African rainfall and ENSO,https://pureportal.coventry.ac.uk/en/publications/the-angola-low-relationship-with-southern-african-rainfall-and-en
From synoptic to interdecadal variability in southern African rainfall: towards a unified view across timescales,https://pureportal.coventry.ac.uk/en/publications/from-synoptic-to-inter-decadal-variability-in-southern-african-ra
"Trend and variability in a new, reconstructed streamflow dataset for West and Central Africa, and climatic interactions, 1950 – 2005",https://pureportal.coventry.ac.uk/en/publications/trend-and-variability-in-a-new-reconstructed-streamflow-dataset-f
Flood seasonality across Scandinavia: Evidence of a shifting hydrograph?,https://pureportal.coventry.ac.uk/en/publications/flood-seasonality-across-scandinavia-evidence-of-a-shifting-hydro
"Multi-time-scale hydroclimate dynamics of a regional watershed and links to large-scale atmospheric circulation: Application to the Seine river catchment, France",https://pureportal.coventry.ac.uk/en/publications/multi-time-scale-hydroclimate-dynamics-of-a-regional-watershed-an-2
"Can daily meteorological measurement of near-surface wind detect climate changes in the Sahel (SE Niger, 1950–1992)?",https://pureportal.coventry.ac.uk/en/publications/can-daily-meteorological-measurement-of-near-surface-wind-detect--2
"Interannual to Interdecadal variability of winter and summer southern African rainfall, and their teleconnections.",https://pureportal.coventry.ac.uk/en/publications/interannual-to-interdecadal-variability-of-winter-and-summer-sout-2
Multidecadal climate variability over northern France during the past 500 years and its relation to large-scale atmospheric circulation,https://pureportal.coventry.ac.uk/en/publications/multidecadal-climate-variability-over-northern-france-during-the--2
South African droughts and decadal variability,https://pureportal.coventry.ac.uk/en/publications/south-african-droughts-and-decadal-variability-2
The intensification of thermal extremes in west Africa,https://pureportal.coventry.ac.uk/en/publications/the-intensification-of-thermal-extremes-in-west-africa-2
Changes in Vegetation and Rainfall over West Africa during the Last Three Decades (1981-2010),https://pureportal.coventry.ac.uk/en/publications/changes-in-vegetation-and-rainfall-over-west-africa-during-the-la-2
Low-frequency variability and zonal contrast in Sahel rainfall and Atlantic sea surface temperature teleconnections during the last century,https://pureportal.coventry.ac.uk/en/publications/low-frequency-variability-and-zonal-contrast-in-sahel-rainfall-an-2
The impact of ENSO on Southern African rainfall in CMIP5 ocean atmosphere coupled climate models,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-enso-on-southern-african-rainfall-in-cmip5-ocean-at-2
Links between multidecadal and interdecadal climatic oscillations in the North Atlantic and regional climate variability of northern France and England since the 17th century,https://pureportal.coventry.ac.uk/en/publications/links-between-multidecadal-and-interdecadal-climatic-oscillations
Quasi-decadal signals of Sahel rainfall and West African monsoon since the mid-twentieth century,https://pureportal.coventry.ac.uk/en/publications/quasi-decadal-signals-of-sahel-rainfall-and-west-african-monsoon-
Variabilité de la dynamique éolienne au Sahel: Caractéristiques des vents et de la visibilité horizontale entre 1950 et 1989 à Maïné-Soroa (Niger oriental),https://pureportal.coventry.ac.uk/en/publications/aeolian-dynamics-variability-between-1950-and-1989-in-the-sahel-w
Variabilité des précipitations et forçage climatique au Sahel central par analyse du signal: Exemple de la station de Maïné-Soroa (SE Niger) entre 1950 et 2005,https://pureportal.coventry.ac.uk/en/publications/rainfall-variability-in-the-central-sahel-and-climate-forcing-by-
Links between NAO fluctuations and interannual variability of precipitation in the Seine river watershed,https://pureportal.coventry.ac.uk/en/publications/links-between-nao-fluctuations-and-interannual-variability-of-pre
Using a bespoke situated digital kiosk to encourage user participation in healthcare environment design,https://pureportal.coventry.ac.uk/en/publications/using-a-bespoke-situated-digital-kiosk-to-encourage-user-particip
Exploring homeowners’ perception and experiences in using a domestic smart home heating controller,https://pureportal.coventry.ac.uk/en/publications/exploring-homeowners-perception-and-experiences-in-using-a-domest
Moving Away from flat Solar Panels to PVtrees: Exploring Ideas and People's Perceptions,https://pureportal.coventry.ac.uk/en/publications/moving-away-from-flat-solar-panels-to-pvtrees-exploring-ideas-and
Preventive antibiotic treatment of calves: emergence of dysbiosis causing propagation of obese state-associated and mobile multidrug resistance-carrying bacteria,https://pureportal.coventry.ac.uk/en/publications/preventive-antibiotic-treatment-of-calves-emergence-of-dysbiosis-
Oxidation of tertiary amine-derivatized surfaces to control protein adhesion,https://pureportal.coventry.ac.uk/en/publications/oxidation-of-tertiary-amine-derivatized-surfaces-to-control-prote
Early detection of doxorubicin-induced cardiotoxicity in rats by its cardiac metabolic signature assessed with hyperpolarized MRI,https://pureportal.coventry.ac.uk/en/publications/early-detection-of-doxorubicin-induced-cardiotoxicity-in-rats-by-
Metabolism,https://pureportal.coventry.ac.uk/en/publications/metabolism
Non-Invasive In Vivo Assessment of Cardiac Metabolism in the Healthy and Diabetic Human Heart Using Hyperpolarized 13C MRI,https://pureportal.coventry.ac.uk/en/publications/non-invasive-in-vivo-assessment-of-cardiac-metabolism-in-the-heal
Assessing the optimal preparation strategy to minimize the variability of cardiac pyruvate dehydrogenase flux measurements with hyperpolarized MRS,https://pureportal.coventry.ac.uk/en/publications/assessing-the-optimal-preparation-strategy-to-minimize-the-variab
Bernard and Joan Marshall Awards at the autumn meeting of the British Society for Cardiovascular Research 2017,https://pureportal.coventry.ac.uk/en/publications/bernard-and-joan-marshall-awards-at-the-autumn-meeting-of-the-bri
CPT1a-dependent long-chain fatty acid oxidation is essential for maintaining glucagon secretion from pancreatic islets,https://pureportal.coventry.ac.uk/en/publications/cpt1a-dependent-long-chain-fatty-acid-oxidation-is-essential-for-
Fatty acids prevent Hypoxia-Inducible Factor 1α signalling in type 2 diabetes,https://pureportal.coventry.ac.uk/en/publications/fatty-acids-prevent-hypoxia-inducible-factor-1%CE%B1-signalling-in-typ
The 'Goldilocks zone' of fatty acid metabolism; to ensure that the relationship with cardiac function is just right,https://pureportal.coventry.ac.uk/en/publications/the-goldilocks-zone-of-fatty-acid-metabolism-to-ensure-that-the-r
Nutritional Ketosis Alters Fuel Preference and Thereby Endurance Performance in Athletes,https://pureportal.coventry.ac.uk/en/publications/nutritional-ketosis-alters-fuel-preference-and-thereby-endurance-
Simultaneous in vivo assessment of cardiac and hepatic metabolism in the diabetic rat using hyperpolarized MRS,https://pureportal.coventry.ac.uk/en/publications/simultaneous-in-vivo-assessment-of-cardiac-and-hepatic-metabolism
The von Hippel-Lindau Chuvash mutation in mice alters cardiac substrate and high-energy phosphate metabolism,https://pureportal.coventry.ac.uk/en/publications/the-von-hippel-lindau-chuvash-mutation-in-mice-alters-cardiac-sub
Cardiac MRS studies in rodents and other animals,https://pureportal.coventry.ac.uk/en/publications/cardiac-mrs-studies-in-rodents-and-other-animals
Changes in the cardiac metabolome caused by perhexiline treatment in a mouse model of hypertrophic cardiomyopathy,https://pureportal.coventry.ac.uk/en/publications/changes-in-the-cardiac-metabolome-caused-by-perhexiline-treatment
Impaired in vivo mitochondrial krebs cycle activity after myocardial infarction assessed using hyperpolarized magnetic resonance spectroscopy,https://pureportal.coventry.ac.uk/en/publications/impaired-in-vivo-mitochondrial-krebs-cycle-activity-after-myocard
Hyperpolarized butyrate: A metabolic probe of short chain fatty acid metabolism in the heart,https://pureportal.coventry.ac.uk/en/publications/hyperpolarized-butyrate-a-metabolic-probe-of-short-chain-fatty-ac
In vivo mouse cardiac hyperpolarized magnetic resonance spectroscopy,https://pureportal.coventry.ac.uk/en/publications/in-vivo-mouse-cardiac-hyperpolarized-magnetic-resonance-spectrosc
Myocardial energy shortage and unmet anaplerotic needs in the fasted long-chain acyl-Co A dehydrogenase knockout mouse,https://pureportal.coventry.ac.uk/en/publications/myocardial-energy-shortage-and-unmet-anaplerotic-needs-in-the-fas
Fumarate is cardioprotective via activation of the Nrf2 antioxidant pathway,https://pureportal.coventry.ac.uk/en/publications/fumarate-is-cardioprotective-via-activation-of-the-nrf2-antioxida
In vivo alterations in cardiac metabolism and function in the spontaneously hypertensive rat heart,https://pureportal.coventry.ac.uk/en/publications/in-vivo-alterations-in-cardiac-metabolism-and-function-in-the-spo
Metabolic adaptation to chronic hypoxia in cardiac mitochondria,https://pureportal.coventry.ac.uk/en/publications/metabolic-adaptation-to-chronic-hypoxia-in-cardiac-mitochondria
The cycling of acetyl-coenzyme A through acetylcarnitine buffers cardiac substrate supply: A hyperpolarized 13C magnetic resonance study,https://pureportal.coventry.ac.uk/en/publications/the-cycling-of-acetyl-coenzyme-a-through-acetylcarnitine-buffers-
Role of pyruvate dehydrogenase inhibition in the development of hypertrophy in the hyperthyroid rat heart: A combined magnetic resonance imaging and hyperpolarized magnetic resonance spectroscopy study,https://pureportal.coventry.ac.uk/en/publications/role-of-pyruvate-dehydrogenase-inhibition-in-the-development-of-h
Validation of the in vivo assessment of pyruvate dehydrogenase activity using hyperpolarised 13C MRS,https://pureportal.coventry.ac.uk/en/publications/validation-of-the-in-vivo-assessment-of-pyruvate-dehydrogenase-ac
Quantitative measurement of postural sway in mouse models of human neurodegenerative disease,https://pureportal.coventry.ac.uk/en/publications/quantitative-measurement-of-postural-sway-in-mouse-models-of-huma
Regulation of volume-sensitive osmolyte efflux from human SH-SY5Y neuroblastoma cells following activation of lysophospholipid receptors,https://pureportal.coventry.ac.uk/en/publications/regulation-of-volume-sensitive-osmolyte-efflux-from-human-sh-sy5y
Salsa Dance and Perceived Mental Health Benefits: A Servant Leadership Theory-Driven Study,https://pureportal.coventry.ac.uk/en/publications/salsa-dance-and-perceived-mental-health-benefits-a-servant-leader
Injury Surveillance of Nonprofessional Salsa Dance,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-nonprofessional-salsa-dance
Injury Surveillance of Female Adult Zumba® Dancers,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-female-adult-zumba-dancers-2
Salsa Dance and Zumba Fitness: Acute Responses During Community-Based Classes,https://pureportal.coventry.ac.uk/en/publications/salsa-dance-and-zumba-fitness-acute-responses-during-community-ba
The Health-Enhancing Efficacy of Zumba® Fitness: An 8-Week Randomised Controlled Study,https://pureportal.coventry.ac.uk/en/publications/the-health-enhancing-efficacy-of-zumba-fitness-an-8-week-randomis
Combined Triaxial Accelerometry and Heart Rate Telemetry for the Physiological Characterization of Latin Dance in Non-Professional Adults,https://pureportal.coventry.ac.uk/en/publications/combined-triaxial-accelerometry-and-heart-rate-telemetry-for-the-
Physiological and Perceptual Responses to Latin Partnered Social Dance,https://pureportal.coventry.ac.uk/en/publications/physiological-and-perceptual-responses-to-latin-partnered-social-
Age-related Changes in the Natural Killer Cell Response to Seasonal Influenza Vaccination are not Influenced by a Synbiotic; a Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-the-natural-killer-cell-response-to-season
Impact of ageing and a synbiotic on the immune response to seasonal influenza vaccination; a randomised controlled trial,https://pureportal.coventry.ac.uk/en/publications/impact-of-ageing-and-a-synbiotic-on-the-immune-response-to-season
Addition of Orange Pomace to Orange Juice Attenuates the Increases in Peak Glucose and Insulin Concentrations after Sequential Meal Ingestion in Men with Elevated Cardiometabolic Risk,https://pureportal.coventry.ac.uk/en/publications/addition-of-orange-pomace-to-orange-juice-attenuates-the-increase-2
Effect of a synbiotic on the response to seasonal influenza vaccination is strongly influenced by degree of immunosenescence,https://pureportal.coventry.ac.uk/en/publications/effect-of-a-synbiotic-on-the-response-to-seasonal-influenza-vacci-2
"Flavanone-rich citrus beverages counteract the transient decline in postprandial endothelial function in humans: a randomised, controlled, double-masked, cross-over intervention study",https://pureportal.coventry.ac.uk/en/publications/flavanone-rich-citrus-beverages-counteract-the-transient-decline-
Orange pomace fibre increases a composite scoring of subjective ratings of hunger and fullness in healthy adults,https://pureportal.coventry.ac.uk/en/publications/orange-pomace-fibre-increases-a-composite-scoring-of-subjective-r-2
Probiotic modulation of dendritic cell function is influenced by ageing,https://pureportal.coventry.ac.uk/en/publications/probiotic-modulation-of-dendritic-cell-function-is-influenced-by-
Ageing impairs the T cell response to dendritic cells,https://pureportal.coventry.ac.uk/en/publications/ageing-impairs-the-t-cell-response-to-dendritic-cells
Bifidobacterium longum bv. infantis CCUG 52486 combined with gluco-oligosaccharide significantly reduces the duration of self-reported cold and flu-like symptoms among healthy older adults after seasonal influenza vaccination,https://pureportal.coventry.ac.uk/en/publications/bifidobacterium-longum-bv-infantis-ccug-52486-combined-with-gluco
Effects of Bifidobacteriumlongum bv. Infantis CCUG 52486 combined with glucooligosaccharide on immune cell populations in healthy young and older subjects receiving an influenza vaccination,https://pureportal.coventry.ac.uk/en/publications/effects-of-bifidobacteriumlongum-bv-infantis-ccug-52486-combined-
Immunomodulatory effects of a probiotic drink containing Lactobacillus casei Shirota in healthy older volunteers,https://pureportal.coventry.ac.uk/en/publications/immunomodulatory-effects-of-a-probiotic-drink-containing-lactobac
Comparative effects of six probiotic strains on immune function in vitro,https://pureportal.coventry.ac.uk/en/publications/comparative-effects-of-six-probiotic-strains-on-immune-function-i
In vitro immunomodulatory activity of Lactobacillus fermentum CECT5716 and Lactobacillus salivarius CECT5713: two probiotic strains isolated from human breast milk,https://pureportal.coventry.ac.uk/en/publications/in-vitro-immunomodulatory-activity-of-lactobacillus-fermentum-cec
"Selective effects of Lactobacillus casei Shirota on T cell activation, natural killer cell activity and cytokine production",https://pureportal.coventry.ac.uk/en/publications/selective-effects-of-lactobacillus-casei-shirota-on-t-cell-activa
Transition to Low Carbon Electrical Generation for Indonesia,https://pureportal.coventry.ac.uk/en/publications/transition-to-low-carbon-electrical-generation-for-indonesia
An outline economic strategy for Indonesia to sustainably meet its electricity and carbon emissions targets,https://pureportal.coventry.ac.uk/en/publications/an-outline-economic-strategy-for-indonesia-to-sustainably-meet-it
Climate change impacts on life cycle greenhouse gas (GHG) emissions savings of biomethanol from corn and soybean,https://pureportal.coventry.ac.uk/en/publications/climate-change-impacts-on-life-cycle-greenhouse-gas-ghg-emissions-2
Design and Validation of a Test Rig to Simulate High Rainfall Events for Infiltration Studies of Permeable Pavement Systems,https://pureportal.coventry.ac.uk/en/publications/design-and-validation-of-a-test-rig-to-simulate-high-rainfall-eve-2
Further developments in self-fertilising geotextiles for use in pervious pavements,https://pureportal.coventry.ac.uk/en/publications/further-developments-in-self-fertilising-geotextiles-for-use-in-p
Application of 'C.A.R.B. financial methodology' analysis for alternative energy technologies into UK housing,https://pureportal.coventry.ac.uk/en/publications/application-of-carb-financial-methodology-analysis-for-alternativ
"Expected cost benefits of building-integrated PVs in UK, through a quantitative economic analysis of PVs in connection with buildings, focused on UK and Greece",https://pureportal.coventry.ac.uk/en/publications/expected-cost-benefits-of-building-integrated-pvs-in-uk-through-a
Wave power,https://pureportal.coventry.ac.uk/en/publications/wave-power
Diffusion of phosphorus in CdTe,https://pureportal.coventry.ac.uk/en/publications/diffusion-of-phosphorus-in-cdte
Introduction to wave power,https://pureportal.coventry.ac.uk/en/publications/introduction-to-wave-power
The design of an evaporator/absorber and thermodynamic analysis of a vapor absorption chiller driven by solar energy,https://pureportal.coventry.ac.uk/en/publications/the-design-of-an-evaporatorabsorber-and-thermodynamic-analysis-of
"Water power - wave, tidal and low-head hydro technologies",https://pureportal.coventry.ac.uk/en/publications/water-power-wave-tidal-and-low-head-hydro-technologies
Optimisation of the clam wave energy converter,https://pureportal.coventry.ac.uk/en/publications/optimisation-of-the-clam-wave-energy-converter
Wave energy; crests and troughs,https://pureportal.coventry.ac.uk/en/publications/wave-energy-crests-and-troughs
The development of novel linear air dampers for use in sea-wave energy converter model tests,https://pureportal.coventry.ac.uk/en/publications/the-development-of-novel-linear-air-dampers-for-use-in-sea-wave-e
Percolation with nearest neighbour interaction,https://pureportal.coventry.ac.uk/en/publications/percolation-with-nearest-neighbour-interaction
Percolation with non-random site occupation,https://pureportal.coventry.ac.uk/en/publications/percolation-with-non-random-site-occupation
The thermoelectric power of supercritical fluid mercury,https://pureportal.coventry.ac.uk/en/publications/the-thermoelectric-power-of-supercritical-fluid-mercury
"Coventry Biennial 2019, Multiple Venues Across Coventry, UK, 4 October 2019–26 January 2020",https://pureportal.coventry.ac.uk/en/publications/coventry-biennial-2019-multiple-venues-across-coventry-uk-4-octob
ISLAND at the Venice Biennale: new categories of conceptual architecture and architectural sculpture,https://pureportal.coventry.ac.uk/en/publications/island-at-the-venice-biennale-new-categories-of-conceptual-archit
"A comparative analysis of cyclists’ paths through shared space and non-shared intersections in Coventry, England",https://pureportal.coventry.ac.uk/en/publications/a-comparative-analysis-of-cyclists-paths-through-shared-space-and
Book Review: What Makes a Great City,https://pureportal.coventry.ac.uk/en/publications/book-review-what-makes-a-great-city
24-hour movement behaviors and fitness in preschoolers: A compositional and isotemporal reallocation analysis,https://pureportal.coventry.ac.uk/en/publications/24-hour-movement-behaviors-and-fitness-in-preschoolers-a-composit
Acute effects of different balance exercise types on selected measures of physical fitness in youth female volleyball players,https://pureportal.coventry.ac.uk/en/publications/acute-effects-of-different-balance-exercise-types-on-selected-mea
Age-related Degeneration of Lumbar Muscle Morphology in Healthy Younger versus Older Men,https://pureportal.coventry.ac.uk/en/publications/age-related-degeneration-of-lumbar-muscle-morphology-in-healthy-y
"Association between physical education classes and physical activity among 187,386 adolescents aged 13-17 years from 50 low- and middle-income countries",https://pureportal.coventry.ac.uk/en/publications/association-between-physical-education-classes-and-physical-activ
Changes in joint kinematics and dynamic postural stability with free and restricted arm movements in children,https://pureportal.coventry.ac.uk/en/publications/changes-in-joint-kinematics-and-dynamic-postural-stability-with-f
Choose Where You Live Carefully: Built Environment Differences in Children’s Cardiorespiratory Fitness and Cardiometabolic Risk,https://pureportal.coventry.ac.uk/en/publications/choose-where-you-live-carefully-built-environment-differences-in-
Dose response effects of the BWF Shuttle Time Programme on children’s actual and perceived fundamental movement skill competence,https://pureportal.coventry.ac.uk/en/publications/dose-response-effects-of-the-bwf-shuttle-time-programme-on-childr
Excess adiposity and low physical fitness hamper Supine-to-Stand test performance among sedentary adolescents,https://pureportal.coventry.ac.uk/en/publications/excess-adiposity-and-low-physical-fitness-hamper-supine-to-stand-
"Fundamental movement skills and perceived competence, but not fitness, are the key factors associated with technical skill performance in boys who play grassroots soccer",https://pureportal.coventry.ac.uk/en/publications/fundamental-movement-skills-and-perceived-competence-but-not-fitn
"Pre-schoolers fundamental movement skills predict BMI, physical activity, and sedentary behavior: A longitudinal study",https://pureportal.coventry.ac.uk/en/publications/pre-schoolers-fundamental-movement-skills-predict-bmi-physical-ac
Rationalizing teacher roles in developing and assessing physical literacy in children,https://pureportal.coventry.ac.uk/en/publications/rationalizing-teacher-roles-in-developing-and-assessing-physical-
School-Time Movement Behaviors and Fundamental Movement Skills in Preschoolers: An Isotemporal Reallocation Analysis,https://pureportal.coventry.ac.uk/en/publications/school-time-movement-behaviors-and-fundamental-movement-skills-in
Sport Specific Skills Differentiates Performance Levels Better Than Anthropometric or Physiological Factors in Beach Handball,https://pureportal.coventry.ac.uk/en/publications/sport-specific-skills-differentiates-performance-levels-better-th
Strength and Conditioning Practices and Perspectives of Volleyball Coaches and Players,https://pureportal.coventry.ac.uk/en/publications/strength-and-conditioning-practices-and-perspectives-of-volleybal
Technology-based methods for the assessment of fine and gross motor skill in children: A systematic overview of available solutions and future steps for effective in-field use,https://pureportal.coventry.ac.uk/en/publications/technology-based-methods-for-the-assessment-of-fine-and-gross-mot
"The combination of three movement behaviours is associated with object control skills, but not locomotor skills, in preschoolers",https://pureportal.coventry.ac.uk/en/publications/the-combination-of-three-movement-behaviours-is-associated-with-o
"The influence of anthropometric variables, body composition, propulsive force and maturation on 50m freestyle swimming performance in junior swimmers: An allometric approach",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-anthropometric-variables-body-composition-propul
"The influence of COVID-19 measures in the United Kingdom on physical activity levels, perceived physical function and mood in older adults: A survey-based observational study",https://pureportal.coventry.ac.uk/en/publications/the-influence-of-covid-19-measures-in-the-united-kingdom-on-physi
The Prevalence And Practices Of Caffeine Use As An Erogenic Aid In English Professional Soccer: Caffeine Use In Professional Soccer,https://pureportal.coventry.ac.uk/en/publications/the-prevalence-and-practices-of-caffeine-use-as-an-erogenic-aid-i
UK University Staff experience high levels of sedentary behaviour during work and leisure time,https://pureportal.coventry.ac.uk/en/publications/uk-university-staff-experience-high-levels-of-sedentary-behaviour
24-hour movement behaviour and executive function in preschoolers: a compositional and isotemporal reallocation analysis,https://pureportal.coventry.ac.uk/en/publications/24-hour-movement-behaviour-and-executive-function-in-preschoolers
Adherence to 24-Hour Movement Guidelines in Low-Income Brazilian Preschoolers and Associations with Demographic Correlates,https://pureportal.coventry.ac.uk/en/publications/adherence-to-24-hour-movement-guidelines-in-low-income-brazilian-
